((15.04 #$S6803.sll0005 "S6803.sll0005")
 (0.49 #$S6803.slr0513 "S6803.slr0513")
 (0.49 #$S6803.slr1379 "S6803.slr1379")
 (0.49 #$S6803.slr1834 "S6803.slr1834")
 (0.49 #$S6803.slr2052 "S6803.slr2052")
 (0.48 #$S6803.sll1281 "S6803.sll1281")
 (0.48 #$S6803.slr0161 "S6803.slr0161")
 (0.48 #$S6803.slr1890 "S6803.slr1890")
 (0.47 #$S6803.sll1194 "S6803.sll1194")
 (0.47 #$S6803.sll1765 "S6803.sll1765")
 (0.47 #$S6803.sll1812 "S6803.sll1812")
 (0.47 #$S6803.slr1437 "S6803.slr1437")
 (0.47 #$S6803.slr1859 "S6803.slr1859")
 (0.46 #$S6803.sll1186 "S6803.sll1186")
 (0.46 #$S6803.slr0329 "S6803.slr0329")
 (0.46 #$S6803.ssr2831 "S6803.ssr2831")
 (0.45 #$S6803.sll1926 "S6803.sll1926")
 (0.45 #$S6803.sll1934 "S6803.sll1934")
 (0.45 #$S6803.slr0163 "S6803.slr0163")
 (0.44 #$S6803.sll1077 "S6803.sll1077")
 (0.44 #$S6803.slr0536 "S6803.slr0536")
 (0.44 #$S6803.slr0681 "S6803.slr0681")
 (0.44 #$S6803.slr1240 "S6803.slr1240")
 (0.43 #$S6803.sll1282 "S6803.sll1282")
 (0.43 #$S6803.slr0623 "S6803.slr0623")
 (0.43 #$S6803.slr0738 "S6803.slr0738")
 (0.43 #$S6803.ssl2384 "S6803.ssl2384")
 (0.41 #$S6803.sll1184 "S6803.sll1184")
 (0.41 #$S6803.sll1198 "S6803.sll1198")
 (0.41 #$S6803.sll1626 "S6803.sll1626")
 (0.41 #$S6803.sll1638 "S6803.sll1638")
 (0.41 #$S6803.sll1762 "S6803.sll1762")
 (0.41 #$S6803.slr0888 "S6803.slr0888")
 (0.41 #$S6803.slr1239 "S6803.slr1239")
 (0.41 #$S6803.slr1860 "S6803.slr1860")
 (0.41 #$S6803.slr2073 "S6803.slr2073")
 (0.4 #$S6803.sll1533 "S6803.sll1533")
 (0.4 #$S6803.sll1994 "S6803.sll1994")
 (0.39 #$S6803.slr1545 "S6803.slr1545")
 (0.38 #$S6803.slr0148 "S6803.slr0148")
 (0.38 #$S6803.slr0244 "S6803.slr0244")
 (0.37 #$S6803.ssl3692 "S6803.ssl3692")
 (0.36 #$S6803.sll0258 "S6803.sll0258")
 (0.36 #$S6803.sll1306 "S6803.sll1306")
 (0.36 #$S6803.slr0149 "S6803.slr0149")
 (0.36 #$S6803.slr0506 "S6803.slr0506")
 (0.36 #$S6803.slr0750 "S6803.slr0750")
 (0.36 #$S6803.slr1856 "S6803.slr1856")
 (0.36 #$S6803.ssl0483 "S6803.ssl0483")
 (0.35 #$S6803.slr0150 "S6803.slr0150")
 (0.35 #$S6803.slr1173 "S6803.slr1173")
 (0.35 #$S6803.slr1533 "S6803.slr1533")
 (0.34 #$S6803.sll1214 "S6803.sll1214")
 (0.34 #$S6803.slr1854 "S6803.slr1854")
 (0.33 #$S6803.sll1713 "S6803.sll1713")
 (0.33 #$S6803.sll1763 "S6803.sll1763")
 (0.32 #$S6803.slr1459 "S6803.slr1459")
 (0.32 #$S6803.slr1535 "S6803.slr1535")
 (0.31 #$S6803.sll0944 "S6803.sll0944")
 (0.31 #$S6803.sll1578 "S6803.sll1578")
 (0.3 #$S6803.sll1307 "S6803.sll1307")
 (0.3 #$S6803.slr0572 "S6803.slr0572")
 (0.3 #$S6803.ssl3093 "S6803.ssl3093")
 (0.29 #$S6803.sll1358 "S6803.sll1358")
 (0.29 #$S6803.sll1583 "S6803.sll1583")
 (0.29 #$S6803.slr1161 "S6803.slr1161")
 (0.28 #$S6803.sll0051 "S6803.sll0051")
 (0.28 #$S6803.sll1305 "S6803.sll1305")
 (0.28 #$S6803.sll1830 "S6803.sll1830")
 (0.28 #$S6803.slr0737 "S6803.slr0737")
 (0.26 #$S6803.sll0947 "S6803.sll0947")
 (0.26 #$S6803.sll1009 "S6803.sll1009")
 (0.26 #$S6803.slr1808 "S6803.slr1808")
 (0.25 #$S6803.sll1304 "S6803.sll1304")
 (0.25 #$S6803.slr1852 "S6803.slr1852")
 (0.23 #$S6803.sll0543 "S6803.sll0543")
 (0.23 #$S6803.slr0376 "S6803.slr0376")
 (0.23 #$S6803.slr1655 "S6803.slr1655")
 (0.23 #$S6803.slr1986 "S6803.slr1986")
 (0.22 #$S6803.sll1091 "S6803.sll1091")
 (0.22 #$S6803.slr0373 "S6803.slr0373")
 (0.22 #$S6803.slr2051 "S6803.slr2051")
 (0.22 #$S6803.slr2067 "S6803.slr2067")
 (0.21 #$S6803.sll0819 "S6803.sll0819")
 (0.21 #$S6803.slr0144 "S6803.slr0144")
 (0.2 #$S6803.sll1783 "S6803.sll1783")
 (0.2 #$S6803.slr0145 "S6803.slr0145")
 (0.19 #$S6803.sml0008 "S6803.sml0008")
 (0.18 #$S6803.sll1185 "S6803.sll1185")
 (0.18 #$S6803.sll1580 "S6803.sll1580")
 (0.17 #$S6803.slr0146 "S6803.slr0146")
 (0.17 #$S6803.slr0147 "S6803.slr0147")
 (0.17 #$S6803.slr0772 "S6803.slr0772")
 (0.16 #$S6803.sll1577 "S6803.sll1577")
 (0.15 #$S6803.sll1784 "S6803.sll1784")
 (0.15 #$S6803.ssr3383 "S6803.ssr3383")
 (0.14 #$S6803.slr1855 "S6803.slr1855")
 (0.13 #$S6803.slr1634 "S6803.slr1634")
 (0.11 #$S6803.sll1579 "S6803.sll1579")
 (0.1 #$S6803.slr0335 "S6803.slr0335")
 (0.07 #$S6803.sll1785 "S6803.sll1785")
 (-35.45 #$S6803.slr2037 "S6803.slr2037"))
is a NEW CONS.
